title,isEdited,userName,review,rating,date,developerResponse
포레스트 좋아요!,False,집즁을 합시다!,최근에 인스타그램에서 학습유형 테스트가 유행하면서 알게 되었는데요! 코로나 때문에 방학이 미뤄지면서 핸드폰을 오래 붙잡고 있는 경우가 많아졌는데 집중하고 싶은 일이 생길 때마다 실행시키면 하고싶은일에 집중할 수 있어 좋은 거 같아요! 실제 나무를 기부할 수 있다는 취지도 너무 좋은 거 같습니다~,5,2020-03-03 01:50:49,
취준생에게 필요하긴한데,False,오리공룡123,"전반적으로 앱이 너무잘되있고 확실히 공부량이 늘어요!!
아쉬운건~
시간단위가 1분단위, 5분단위, 10분단위로 더 촘촘했으면 좋겠어요~ 설정에서 자신이 선택할수있도록..! 
성과도 더 재밌으면 좋겠어요!
이런어플 개발해주셔서 감사합니다!",5,2019-03-27 01:57:12,
정말 좋아요,False,김오이지,"방학하면서 핸드폰 보는 시간이 학기 중 보다 2~3배가 늘어서 하루에 9시간은 거뜬히 봐서 조금 고민했었는데, 이 앱을 사용하고나서 나무가 아까워서라도 핸드폰을 못 만지겠 더라구요. 중간중간에 핸드폰을 그냥 킬때도 있었지만 키자마자 나오는 나무 모양보고 그냥 다시 끌 수 있는 원동력이 된것 같아서 좋아요!",5,2022-01-25 04:02:25,
아이폰같은경우,False,ㅠㅠㅠ후우유류유융,"다른 앱을 켜도 딱히 집계가되진 않는거 같습니다
그래서 이 앱을 키고 딴짓을 할 수도 있다는 점에서 딱히 도움이된다는 생각이 들진 않습니다
강제적으로 휴대폰을 잠그고, 공부에 필요한 앱만 접속이 가능한(사용자가 직접 설정) 기능이 있으면 좋을 것 같습니다. 긍정적인 검토 부탁드립니다!",5,2021-10-07 04:36:05,
좋아요,False,baker0675,타이머 켜놓고 정해진 시간만큼 버티면서 공부하게 도와줘서 좋아요! 한 가지 아쉬운 점은 세로/가로 화면 전환이 잘 안 된다는 거예요. 아이패드 가로로 세워놓고 공부하는데 기기를 아무리 돌려도 적용이 잘 안돼서 자주 불편해요. 이 점 개선해주시면 정말 좋을 것 같습니다👍🏻,5,2021-07-24 09:46:28,
폰 종료하는 것보다 훨씬 좋네요,False,꼰탄,"예전에 이런 게 있다더라 하는 말만 듣고
요즘 시간 관리가 너무 안되는 느낌이라 사봤는데 좋네요
아예 얄짤 없는 건 아니고, 날씨앱 미세먼지앱 잠깐 보고 다시 돌아올 수 있고
또 통화도 켜놓을 수 있어서 좋아요 이것말고도 꽤 세세하게 신경 쓴 게 느껴져요.",5,2021-04-12 19:10:17,
덕분에 과제 집중해서 열심히 하는중!!,False,Iuiuipop,"제가 폰게임이랑 자잘구레한 앱 중독이라 과제 하는 도중에도 자꾸 폰 들쳐보는데 그러면서 낭비한 시간이 너무 많더라구요. 그러다가 우연히 구글링하다가 이 앱을 알게됐는데 처음에는 이게 집중에 도움이 될까 반신반의 했지만 진짜 도움이 돼요! 특히 저같이 폰게임 좋아하는 사람은 코인 많이 모아서 더 예쁜 나무들로 숲 꾸며주고 싶어서 이 앱을 더 많이 쓰려고 하더라고요, 그러면서 집중도 되고 일석이조! 특히 진짜 나무를 심는 봉사활동이랑 이벤트도 있어서 지구 환경 보호에 일조하는 것 같아서 마음이 기쁩니다. 좋은 앱 만들어주셔서 감사해요!",5,2019-04-19 21:02:15,
첫 사용 후 소감!,False,지뉴긩,"공부하면서 써볼까 해서 구매하여 써보았는데 확실히 무의식적으로 핸드폰에 손이 갔다가도 다시 집중할 수 있도록 해주는 것 같아요!! 효과가 얼마나 갈진 모르겠지만 첫 느낌은 좋습니다! :-) 
First impression: Satisfied! 👌🏼💫",5,2019-04-15 09:09:52,
좋아요!,False,김열매:),"제가 꾀부리지만 않는다면(아이폰으로 앱 켜놓고 아이패드로 딴짓한다던가..) 정말 좋은 집중력 어플이에요! 완벽주의가 있어서그런지 나무 죽이기가 싫어서, 또 그게 기록에 남는다고 하니까 ㅋㅋ 초집중 모드 켜놓고 열심히해서 성과를 내기도 했어요. 열심히 모아서 나만의 숲도 만들고, 나무심기도 해보고싶네요^^",5,2021-05-10 00:44:32,
좋아요,False,알럽듀,나무를 키우면서 핸드폰을 안 보게 해줘서 나무 안 죽이려고 열심히 합니다! 메모 기능도 좋아용 일기 쓰는 것 같기도 해요 한 가지 추가하고 싶은 기능은 타임라인에서 글을 누르면 크게 보게 해주세요! 제가 넘치게 썼는데 그게 다 짤리고 편집을 눌러야 보이는 게 아쉽더라구요 그래도 매우 매우 만족스러운 앱입니다 아직까지는 돈 아깝지 않아요 핸드폰 계속 보면 나타나는 문구도 뼈 때립니다ㅋㅋㅋㅋㅋㅋㅋㅋ 너무 맘에 들어요,5,2019-04-17 00:53:09,
휴대폰 내려놓는 데에는 최고,False,뿌뿌꼬북꼬북뿌뿌,웬만한 공부 앱들 다 사용해봤는데 늘 나는 글러먹은 놈이다라고 생각하고 그냥 앱 종료시켰었거든요 근데 나무랑 꽃 죽는 게 뭐라고 내 숲에 죽은 나무가 있는 게 너무 싫어서 핸드폰 안 하게 되네요... 덕분에 인강 완강 직전입니다 진짜 진짜 내가 핸드폰을 꼭 안 해야된다면 이 앱을 꼭 깔아보세요 이천오백원이 아까워서 안 깐다면 당신 인생의 젤 큰 실수가 될 것.,5,2019-04-14 15:08:44,
생각보다 너무 좋아용,False,별명임동,댓글에 유료 결재를 더해야한다 이런거 있어서 걱정했는데 초집중 모두를 제외하고 나무들은 공짜로 주는게 많아서 재밌게 하고 있숩니다 그리고 나무를 죽이기 싫어서 버티는 것도 있는거 같아요!! 좋습니당,5,2021-10-01 00:01:50,
맘에 들어요!♡,True,prahill,"진짜 커피 한잔 안마시고 이 어플 한번 써볼까? 한 게 너무 좋은 선택이었던 것 같아요! 폰만 안 보면 실제로 나무도 심을 수 있다는 게 매력적이고, 그래서 동기부여도 잘 되는 어플입니다:) 하지만 계속 아쉬운 점이 있다면, 설정가능한 최대 시간이 두시간이라는 점이에요ㅠㅠ이유가 뭔지 도통 모르겠네요.....더 길면 좋을 텐데요ㅠ
I wonder why time limit is 120minutes. I need longer focusing time! Forest, plz feedback about this comment...;)",4,2019-04-13 09:15:40,"{'id': 5580581, 'body': 'Hello,\n\nWe have received a lot of suggestions on extending the plant time. We will forward your suggestion to the team.\n\nThank you for contacting us! :) - Forest', 'modified': '2019-04-13T09:15:40Z'}"
카테고리 바꾸기,False,짱다은,"너무너무 앱 잘 쓰고 있습니다.ᐟ.ᐟ.ᐟ 
중간에 공부 하는게 바뀌면 카테고리를 바꿔야하는데 못 바꾸니까 너무 불편합니다..
120분 쭉 공부 하고 싶은데 수학은 30분만 하면 끝나서 다른 공부 카테고리를 선택하고 싶어도 못하니까 멈추는 상황이 나오고... 불편합니다
이 점만 개선한다면... 너무너무 좋을 것 같습니다ㅜ
😭😭😭😭😭😭",5,2021-09-16 06:40:30,
음악에 피아노 소리도 있으면 좋겠어요!,False,jslxn,뭔가 다 다른데 똑같은 느낌이네오ㅠㅠㅠ 피아노로 치는 클래식 노래 같은 거 하나 있으면 좋겠어요!! 시간도 12시에 리셋말고 새벽 5시정도까지 늘어나게 설정할 수 있우면 좋겠어욤! 폰 덜만지게 되고 나무들 너무 이브고 귀여워서 좋아요 ㅎ,5,2021-04-27 03:12:24,"{'id': 23586090, 'body': '피드백 주셔서 감사드립니다, 말씀 주신 의견을 반영해 이제 리셋 시간을 새벽 6시까지 변경할 수 있게 되었어요! 그럼 더욱 재밌는 집중되세요🌲', 'modified': '2021-06-25T11:14:39Z'}"
좋아요!,False,이우응지,잘 사용하고 있습니다 그런데 혹시 하루 몇시간 공부했는지 글자를 좀 더 키우고 싶은데 기능이 추가 되었으면 좋겠어요! 스터디해서 공부한 시간을 인증해야하는데 너무 작아서 방장님이 시간을 읽기 힘들거같아서요 공부시간이 크게 적히면 동기부여도 더 될거같아요!,5,2020-12-10 14:35:47,
환불해주실수있나요?,False,janekim950331,구입하고 바로 삭제했늠데요 ㅠ 저랑 안맞는것같아서요,1,2020-12-27 05:26:52,"{'id': 20058664, 'body': 'Hi, sorry if there is any inconvenience caused, is there anything that we can help you with? -Forest', 'modified': '2020-12-29T08:45:53Z'}"
좋아요 추가기능이 더 생기면 좋겠어용,False,만미다,"열품타를 쓰다가 이 어플로 온거라서 그런지 기능적 부분을 기대하게되는건 사실이에요 . 간략한 구성이라 좋긴 하지만 하루 일과를 계획하는 체크리스트정도라도 생기면 좋겠어요!! 플래너가 아니더라도요 !!
그리고 시간단위도 좀 늘어났으면 하는 바램이 있네용 ㅎㅎㅎ 잘 쓰고 있습니당",5,2020-07-25 10:51:42,
진짜 강추,False,삼성왜씀노이해,제가 핸드폰 중독이라 뭘 할때 자꾸 핸드폰을 들여다 보고 자려고 해도 자꾸 핸드폰을 봐서 시간을 헛써요 근데 이 앱을 사용하고 나선 정말 나아졌어요! 나무 죽는게 뭐 대단한 일인가 싶지만 진짜 죽이니까 자괴감 쩔고 다시는 안죽여야지 싶더라고요.... 앱을 안들어 가면 소용이 없지만 진짜 집중 하고 싶다! 싶을 때 쓰면 너무 유용해요 친구들에게도 동네방네 소문내고 다녀요 꼭 쓰라고,5,2020-03-07 06:01:29,
시험기간이라 사봤는데요!,False,ㅇ으아ㅏ이이이알,"생각보다 많이 좋아요 
제가 공부나 할 일을 해야하는 상황에 휴대폰으로 시간을 낭비하는 일이 많거든요 ㅠㅠ
근데 휴대폰을 잠구고 하면 나무가 죽는 걸로 되어있으니까 제 성격 상 절대 하지 않게 되더라구요 ㅎㅎ 지금까지는 매우 만족하고 있어요! 그리고 이 어플은 진짜 나무를 심는 등 좋은 일도 하고있고 이벤트를 통해서 저희가 도움 줄 수 있는 부분도 좋아요! 앞으로 더 좋은 발전 부탁드립니다 잘 쓸게요 ㅎㅎ",5,2019-04-23 16:24:03,
공부효율 짱이네요,False,kewso251,인터페이스가 되게 게임 같아서 재밌어요! 시간도 한 눈이 볼 수 있고 좋습니다! 왜 이제서야 사용했을까요... 암튼 계속 다른 나무들 사고 꾸미고 싶어서 더 열심히 하게 되는 것 같아요!,5,2022-07-27 05:53:43,
너무좋아요. 건의사항이 있습니다,False,빨리 고쳐주세요 쌤 중간고사 얼마 안남앗어요,"- 아이패드에서 가로모드 지원해주세요!
- 다른 사람 코드’링크’를 통해 들어갈 때 아이폰은 링크누르면 입장이되는데 아이패드는 입장하겠냐는 팝업이 안뜨고 자꾸 다운받으라는 화면으로 넘어가는데 고쳐주세요!",5,2021-01-11 13:51:25,
끈기를 길러줌!하지만,False,박예령,포레스트가 원래 공부 도와주는 용도는 아니라서 그런지 과목색깔이 부족해요!색깔 다양하게 추가해줬으면 좋겠네요😅내 집중시간 최대 1시간 30분인데 이거 쓰면서 조금만 더 하자!!생각이 들어요 집중시간 분포도 계산해주는 앱은 처음인데 유용해요~,5,2020-04-19 14:51:56,
의지박약 나에게 최고,False,스왐피최고,의지박약인 저에게 공부 분위기 만들어 주기 최고의 어플입니다! 다만 건의드릴 사항은 미션이 좀더 풍부해졌으면 좋겠어요~ 달성하는 재미도 쏠쏠하거든요ㅎㅎㅎ 예를들면 한나무 100그루 이상 키우기 등등과 같이요!! 좋은어플 만들어 주셔서 감사합니다,5,2021-09-29 03:35:49,
재밌게 집중할 수 있는 앱,False,앏둟꽪짦,나무 키우면서 공부하는게 굉장히 흥미로웠고 생산활동 하는 만큼 나무가 차곡차곡 쌓이는게 상당히 동기부여가 돼서 좋았습니다. 그런데 한 가지 아쉬운 점이 있다면 아이패드로 사용할 때 가로모드가 지원이 안 돼요 . . 주로 가로로 세워두고 사용하는데 집중 시작해도 화면이 계속 세로라서 뭔가 좀 찝찝해요. 나중에 가로모드도 지원되게 해주시면 정말 좋을 것 같아요!,4,2021-09-22 22:18:05,"{'id': 26863561, 'body': '오래 기다려주셨습니다🥰\n이제 Forest에서도 iPad용 가로 모드를 지원한답니다!\n앞으로도 희망하시는 기능들을 많이 추가할 수 있도록 노력하겠습니다.\n좋은 별점과 후기는 Forest가 더 많은 기능을 만들 수 있는 힘이 됩니다.\n항상 사랑해 주셔서 감사드리며 매일 즐거운 집중되시길 바라요🌱', 'modified': '2021-12-16T04:08:15Z'}"
확실히 절제되는 것 같아요,False,아침조깅,"다른 앱들은 특정 앱만 사용할 수 있게 하는 기능이 너무 잘되어 있어서 그냥 놀수 있는데 이건 그냥 딱 막아주고
시들어버린 나무가 많은 숲을 보는건 싫어서 좀만더 좀만더 하다가 목표량 채우고! 좋아요! 다른 컨셉도 나오면 좋겠네요!",5,2021-07-08 06:17:22,
햨햨 돈주고 산 볼암이 있는 애비입니다.,False,자라나라요나무나무요,"있다. Fun. when, tree 기를때, by time. 
하지만 이것은, 같다. 마시멜로 게임. In IOS. Because, 적다. 강제성이. 그래서. 나무가 썩질 않는다.
나는 좀 더 길러야 한다. 나의 Will.
아무튼 나는 매우 Thanks. To 개발진.",5,2021-06-26 04:33:04,
음악추가해주세요,False,미진드기,"진짜 잘쓰고 있어요^^담사합니다.
나무 말리기 시러서 핸드폰을 바라보기만 합니다.
음악에 모닥불타는소리 추가해 주시면 안될까요??ㅠㅠ
그리고 가로모드가 아이패드는 되던데, 아이폰은 안돼는거 같아서요. 제가 조작법을 모르는건지.. 피드백주세용!!",5,2020-03-06 14:14:01,
앱 리뷰 작성 처음이에요 포레스트는 대박이에요,False,연뚠,"저는 공부 의지가 굉장히 약한 사람입니다...
이런 가상 나무가 나에게 얼마나 동기 부여를 할 수 있을지 반신반의하며 결제하고 시작했는데 
아주 대박이에요 아주!!! 공부 시간 재는 것도 너무 재밌고 폰을 손에서 떼 놓으면 불안했던 제가 이제는 뿌듯해하며 폰을 보지 않네요 ㅠㅠㅠ 착한 어플이에요.... 너무 착합니다 다들 이용하세요!!",5,2019-04-22 00:56:16,
생각보다 동기부여가 되네요.,False,체실,처음에 받고는 이게 뭐지 하고 후회했는데 몇번 써보니 포커스 타이머 보다 마음에 듭니다. 뒤집는거 신경쓸 필요 없고 좀더 직관적이에요. 스마트폰때문에 해야할 공부를 못하고 계신다면 속는셈치고 한번 구매해도 아깝진 않을 듯 합니다. 나무키우는 중 자극되는 말 적을 수 있는 도움말 메시지 기능 좋아요.,5,2019-03-03 14:43:59,
공부하는데 휴대폰때문에 방해된다?,False,ㅅㅇㅁㅇㄷ,"강력추천합니다. 돈이 안아깝네요ㅎㅎ
이것덕분에 하루 공부량 (풀집중은 아니겠지만) 13시간 이상씩 합니다ㅎㅎ
다만 식물 구입을 계속 500원으로 해주시면 좋겠지만...ㅋㅋ 어플은 상당히 만족해요^^
메뉴얼이 영어라서 몇몇 분들께는 다소 불편할 수도 있겠네요",5,2018-06-06 02:21:12,
집중잘되요!,False,실눈땡이,"저는 집에서 공부가 잘안되요. 넷플릭스,인스타,카톡 할게너무많거든요.. 폰만잡으면 시간 금방가고 할건많고,, 근데 이앱깔고나서 폰을 못만지면서 나무도 심을수있고 다른앱을 켰을때 나무가 죽게되니깐 먼가 시간 꼭 지켜야된다는 생각? 이 좀 커져서 정해논시간대로 공부든 일이든 좀 빡 할수있게된거같아요",5,2020-11-03 13:25:49,
잘 사용하고 있는데 불편한점이 한가지 있습니다!,False,조솜,시험기간에 집중하려구 샀는데 나무도 너무 귀엽고 죽은 나무 보기 맘아파서 제대로 하게돼요 ㅎㅎㅎ 그런데 집중통계화면? 공유할 때 시간표시가 7.8시간 이렇게 되는 게 불편해요ㅠㅠ 그게 아니면 478분 이렇게 되던데 평소에 사람들은 몇시간 몇분이라고 말하지 저렇게 표현하지 않잖아요🥺 몇시간 몇분이라고 표기되는 걸로 다시 바뀌었으면 좋겠어요 업그레이드 전에는 그랬던 것 같아서..! 이것만 다시 돌아오면 정말 완벽할 것 같습니다😭 고려해주셨으면 좋겠어요 그래도 나무도 너무 예쁘구 잘 사용하고 있습니다!,3,2021-12-27 02:16:21,"{'id': 27111521, 'body': ""Hi there! Sorry for the inconvenience. Could you please provide us with a screenshot indicating the problem via the in-app feedback system? We'll be able to provide further support once we get the details. Thank you!"", 'modified': '2021-12-29T00:43:38Z'}"
최고네요,False,버그나서빡돈한국인,"커피한잔 덜사먹는다 생각하시고 한번 써보세요
진짜 후회 안하실겁니다
제가 고3이고 아직 마음을 제대로 못 잡고있었는데 지푸라기라도 잡는 심정으로 깔고 공부해보니 효과가 확실한것같아 기분도 좋고 의지력이 많이 약하신 분들이라면 꼭 추천드리고싶네요",5,2020-04-13 13:12:54,
스마트폰 중독 말기 환자입니다,False,안니안이,"스크린타임으로 평균 7~8시간 기본이었던 환자인데
눈도 안 좋아지고 점점 제 시간이 없어지는 것 같아서
삭제했다가 다시 깔았어요. 이걸 쓰면 업무 시간에도 좀 더 집중 할 수 있고 시간도 3,4시간 안팎으로 줄일 수 있어서 좋아요. 근데 잠금 기능이 있으면 더 좋겠어요",5,2020-02-05 02:33:51,
공부할때 최고입니다,False,냠념냐몀,"공부할 때 휴대폰 안만지려고 온갖 방법 다 써봤지만 이렇게 효과 본 적은 없었어요 ㅠㅠ 정말 추천합니다 일반 스터디 타이머처럼 1초부터 시작하는게 아니라 시간을 설정해서 지정된 시간을 누적하는 방법이고, 휴대폰 만지면 나무가 죽을 생각하니까 ㅜ.ㅜ 슬퍼서 공부하게 됩니다! 많이 해봤자 4-5시간 공부하던 제가 이거 깔구 11시간 공부했어요~~~ 강추합니다!",5,2019-10-28 06:47:45,
집중력 최고치 도달,False,healing pure,"공부에 집중이 잘 안되서 여러가지 앱을 사용해보았는데 저는 forest가 최고인거 같아요 !!
시간을 정해놓고 딱 도달했을때 느껴지는 성취감이 생각보다 크고 숲에 하나씩 나무들이 놓여진걸 보면 더 울창한 숲을 만들고 싶다라는 생각이 들어서 공부를 하게되는거 같습니다 여러분들도 forest를 통해서 성적도 올리고 나만의 숲도 한번 만들어보세여 !!ㅎㅎ",5,2019-10-26 07:08:14,
도움 될려나 반신반의하면서 샀는데,False,치라킨면,"괜찮은거 같아요 
원래 열*타라는 타이머 쓰다가 이거 쓰게 됐는데 동기부여(?)되고 좋은거 같아요 처음에 사용법 몰라 조금 헤맸는데 이젠 익숙해졌어요 ㅋㅋㅋ 
공부 의지 약하신분들에게 추천합니당!",5,2021-06-02 03:36:11,
더 통제할 수 있는 시스템을 추가하면 좋겠어요,False,dkfnjejsknz,의지로만 버틸 수 있는거 같아요,2,2019-05-05 19:58:35,"{'id': 9729367, 'body': 'Hi, thank you for the feedback. Feel free to let us know via the in-app feedback system how we can improve Forest. :) - Forest', 'modified': '2019-07-18T14:02:15Z'}"
좋아요. 잘 사용하고 있어요.,False,와랄랴,"어떻게 하면 폰을 안 하고 공부에 집중할 수 있을까 싶어서 거진 처음으로 유료 결제한 어플이에요.
공부할 때마다 자주 사용하는 어플인데, 빨리 다음 나무들 사고 싶어서 폰을 잘 안 하게 되네요. 보상이 있으니 집중력도 높아져요. 추천합니다.",5,2021-04-10 11:11:26,
만족하고 있습니다,False,서여리,"너무 잘 쓰고 있습니다. 하나 건의하고 싶은 기능이 있습니다. 이번에 스톱워치 기능에 상당히 만족하는데요, 스톱워치 기능에 일시정지가 가능하도록 하면 너무 좋을 것 같아요. 잠깐 전화를 받거나 화장실 갈 때 일시정지하고 와서 다시 측정하면 더 순도 높은 공부시간을 측정할 수 있을 것 같습니다. 감사합니다!!",5,2021-02-24 10:23:35,
고민하시는 분들에게,False,황돌돌,"일단 의지가 없다면 앱을 설치해도 폰은 계속 합니다.
당연하듯이 앱이 의지를 만들어 줄 순 없어요
하지만 이 앱은 의지가 조금이라도 있는 사람이 사용했을 때  내 의지에 화력을 더해줍니다. 정말 효과가 좋습니다. 공부를 하거나 일을 하다가 지칠때 폰을 보곤 했는데, 이 앱을 사용하면서 폰을 들고도 다시 제자리에 두게 되었어요. 전 추천합니다. (아니면 이 앱을 설치함으로써 의지를 만들어보는 것도 좋아보이네요) + 나무가 다 자랐을때 기분이 좋습니다🙂🙂",5,2020-05-10 08:38:44,
좋아여,False,해피해피해피홈,유료앱은 처음 구매했는데 숲키우는게 뿌듯해요 핸드폰 하려고 버튼을 누르려고 하니까 버튼에 포기 라고 써있어서 유혹을 막기 좋습니닿ㅎㅎ 죽어도 포기하기 싫은 저한테는 효과만점🥰 무엇보다 나무를 다 사고 싶어서ㅋㅋㅋㅋ 열심히 하고 있습니다 별 한 개가 모자란 이유는 명언같은 문구를 띄워주셨음 더 완벽할거 같아서ㅎㅎ 아쉬워요ㅜ 그래도 살만해여,4,2020-09-03 08:17:54,
살까 말까 고민하시는 분 들,False,슬콩쥬,"그냥 사세요 2500원 주고 산거두 잊어버리구 쓰는중 , 이걸로 계속 나무 키우잖아요 그러면 끄냥 나무 키우는 동안 다른거 신경 안쓰게되두라구요  공부하시는 분들 추천  공부하다가 잠깐 검색할 것 있어서 핸드폰 본 순간 잊고 다른 소셜네트워크 하고 있던 저인데 .. 그러시는 분들 꼭 사세요!",5,2020-03-13 17:37:28,
지구를 살리는 앱,False,alskfh247,처음에 어떤 앱인지 잘 몰라서 그냥 공부 시간만 체크 하는 건 줄 알았는데 지인을 통해서 이 앱이 지구를 살리는 앱인걸 깨달았고 바로 깔아서 벌써 나무 8그루나 심었네요 하루하루 하다 보면 뿌듯해지는 앱일 거 같아요 강력추천 드립니다 꼭 다운로드 받아보시고 여러분도 지구를 살려보세요!,5,2021-03-17 19:14:39,
공부에 도움이 많이 되는 앱 !!,False,휭웽,포레스트를 꾸준히 사용하고 나서 확실히 핸드폰을 쓰는 시간이 줄더라구요 !! 근데 보통 공부를 하면 새벽까지 많이 하는 편이라 새벽 6시정도에 하루가 바뀌는걸로 선택할 수 있음 좋겠어요 ㅠㅠ,5,2021-02-07 07:59:18,
너무 좋아요,False,양배춥,"요즘 코로나 때문에 공부는 커녕 스마트폰 사용 시간이 늘어나고 있는데요,,, 인스타에서 지인분의 피드를 통해서 깔게되었습니다 오늘이 1일차지만 열심히 해볼게요! 제작자님 사랑합니다 ❤️🥰",5,2021-01-17 05:38:56,
좋은 어플입니다.,False,GS 흑룡,"저 같은 스마트폰 중독자한테 적절하네요. 

혹시 개발자님 보고계시다면, 하루 시작/끝 시간을 자정에서 변경할 수 있게 해주실 수 있나요? 저처럼 하루 일과 끝이 자정을 넘어가는 사람은 통계 낼 때 약간씩 차이가 있어서요..
감사합니다!",5,2021-01-10 15:09:00,
짱짱!!,False,방탄소년단 최고,"저는 중3학생인데요
이 앱을 알게되고 리뷰를 보아 구매를 하게되었어요
제가 평균 폰 사용시간이 11시간일 정도로 심각한 폰 중독이었는데요 앱을 사용하고나서부터 제 폰시간이 줄어들게 되었어요! 그리고 가상의 코인으로 나무를 심을수 있다는게 정말 좋았고 이앱을 만들어주신 분께 너무 감사하다고 말씀드리고 싶어요ㅜㅠ 정말 감사합니다!",5,2020-05-24 14:00:19,
의지박약이지만 감수성 풍부한 저에게 딱,False,공부할게요,의지는 0이지만 나무가 죽는걸 보고싶지 않아 핸드폰을 안하게 됩니다 ㅎㅎ 유튜브 들어가면 기본 1시간 이상에 각종 에스엔에스와 카톡으로 인해 핸드폰 사용량이 엄청난데 줄이고잇어요...추천•••,5,2020-11-21 07:03:12,
잘 쓰고 있는데 미션 목록에 오류가 난 것 같은데 버그 수정 좀 해주세요,False,곰도리 도리도리,"안드로이드부터 IOS까지 넘어와서 잘 쓰고 있어요 
몇 달째 미션에서 칸이 채워지지 않는데 어떻게 해야하나요? 해당 미션에 맞게 했음에도 불구하고 칸이 채워지지를 않아서 미션 보상을 받을 수가 없네요ㅠㅠ 아이폰 11 사용중입니다 어떻게 할 수 있을까요? ㅠㅠㅠ",4,2021-06-16 12:41:12,
소리를 더 추가해 주셨으면 좋겠어요!,False,휴앗,평소에 공부asmr 많이 들으면서 했었는데 여기에도 음악이 있어서 좋긴합니다만 졀로 다양하지 않은것같아요ㅠㅠ 저는 모닥불소리를 좋아해요. 꽤 흔한 소리라고 생각하는데 여긴 없어서 아쉽습니다.,5,2020-10-11 13:56:34,
ㅋㅋㅋㅋ,False,이간희,"나무 카운트다운 문구에 1일 3깡대신 3포레스트..ㅋㅋㅋㅋㅋ 센스굿이에여 ㅋㅋㅋ 근데 화려한 조명 문구 ㅜㅜ 보는순간 자동재생되서 망했어요 ㅜㅜ

건의사항은 카운트다운 할때 일시정지 기능 만들어주세요 ㅜ 화장실 예상치못한 외출 등 잠깐 자리비울때 일시정지가 1-2번이라도 제한두고 됏으면 좋겠어요",5,2020-06-04 23:58:18,
좋아요,False,호오오오오빵,좋은데 공부도중 번역기나 다른 공부 관련 어플 사용 못하는건 좀 불편하지만😭 공부하다가 나도 모르는새에 나무가 다 자라면 뿌듯하고 좋아요. 요즘 유행하는 심리테스트도 넣어주시면 더 좋을 것 같아요 :) 심리테스트로 이 어플을 알게됐는데 심리 테스트가 너무 힐링이 되어서 있을 줄 알고 어플 설치했거든요. 없어서 당황하긴 했지만 ㅎㅎ 공부하다 지칠때 심리테스트 한 번정도 하면 바로 힐링될 것 같아요 ;),5,2020-03-07 10:37:37,
진짜 너무 좋아요,False,리멤버좋아요,"기존에 뒤집으면 시간측정되는 공부 어플을 썼었는데, 그래도 자꾸 딴짓 하게 되더라구요. 이 어플은 나무 죽이기 싫어서 일단 시작만 하면 공부를 하게되니 2500원이 정말 아깝지 않아요!!!! 최고예요. 얼른 포인트 모아서 예쁜 나무 사려고욥 ㅎㅎ",5,2020-02-03 14:37:05,
귀엽고 공부집중 잘돼요ㅠ,False,daydreambelieve,일단 나무들이 종류가 많아서 그거 모으는 재미가 있어요! 시작할 때 내 의지를 담아서 시간 설정하는게 필요하지만 그정도는 할 수 있으니까ㅎㅎ... 뭔가 중간에 폰 30초라도 보면 바로 나무들이 죽으니까..(맘아픔) 진짜 안하게 돼요! 스트레스 안받고 폰을 안할 수 있어서 넘넘 좋습니당:),5,2019-04-21 16:47:03,
포레스트 너무 좋아요~,False,으쨔쨔,"공부 시간 재는 목적으로 사용하고 있는데 참 좋아요!
특히 코인을 모아서 실제 나무를 심을 수 있다는 점이 가장 좋아요 ㅎㅎ
단 바라는 점은 1) 나무 종류들이 더 많이 생겼으면 좋겠어요 2) 하루를 나누는 기준이 12시면 가혹해용,,, 시간을 정할 수 있었음 좋겠어요 3) 2시간 이상 해도 초과시간이 체크될 수 있었음 좋겠어요! 
시험이 끝날 때까지 포레스트와 함께 할게요 ㅎㅎ",5,2019-04-17 12:54:51,
재미있고 즐거워요!,False,츠메,폰을 안만지는게 즐거워질 줄은 몰랐어요. 수종과 분위기를 또 업데이트 해주시면 더 귀여워질 것 같아요. 문학적 테마_앨리스나 크툴루의 전설 같은 다양한 주제는 어떤가요? 물론 지금도 충분히 감사하지만요. 슬리핑타운도 좋아보여서 눈독들이고 있습니다,5,2018-01-27 07:03:09,
아기자기하고 귀여움 근데 유료나무....,False,mongxxeedd,정말정말 잘 사용하고 중독 줄이는데 효과도 많이 보았어요! 그런데... 소망나무가 너무너무 갖고 싶습니다.... 사지도 못해서 너무 아쉬워요 ㅠㅠ 소망나무 살 수 있게 해주심 안될까요?,5,2022-06-18 10:09:31,
마음에 들어요 취향저격,False,_mini_love1,나무 고르는 재미도 있구(나무가 예쁜 게 많아서 그거 사려면 여러 번 이거 이용해야 하는 것도 좋고) 생명을 실제로 가꾼다는 느낌이어서 어떻게든 시간 맞춰서 키우고 싶다는 욕구를 잘 자극해요 전 좋아요 추천,5,2021-06-21 07:38:06,
