title,date,userName,review,rating,isEdited,developerResponse
아직 어플 이해도가 부족한데,2020-03-27 21:20:12,새우깡먹자,"좋습니다!

오늘 아주 잘 잤네요ㅎㅎ
혹 언젠가 코골이, 잠꼬대 녹음 기능이
추가될 계획이 있을까요??",5,False,
수면시간측정,2021-02-03 21:20:08,ㅇㅇㅠ처ㅓㅈ,"오후 9시부터 잤는데 9시부터 11시까지 잔거는 그 전날로 인식되고 11시부터 일어난 시간까지만 그날 잔걸로 인식이 되는데 이거 설정에서 못바꾸나요

그리고 설명서나 이런거 한글로 안나오던데
고쳐주세요",4,False,
설정이 편해서 좋은거 같아요,2018-03-08 06:46:43,cinnabon.,애플워치도 사용하고 있는데 잘때 착용만하고 자면 수면패턴을 어떠한지 나오니깐 신기해요,5,False,
수면시간,2021-10-15 14:37:26,ddedddds,얼마 전에 구매해서 잘 쓰고 있는데 총 수면시간 보다 수면 품질이 더 길게 나오는 오류가 뜨거나 자고 있지 않고 그냥 시계를 풀고 있거나 혹은 차고 공부했는데 수면중이라고 뜨는 오류가 있네요..ㅎㅎ,4,False,
워치산김에 어플도 구매,2020-02-28 01:18:09,뚜여니,이 어플이 수면어플중에선 가장 괜찮다기에 샀어요! 고작 하루 사용해봐서 리뷰를 쓰기엔 이르긴하지만 신기하고 좋네요! 만족해요~!,5,False,
적응중,2021-11-15 22:10:04,littleDG,"적응중입니다만 나쁘지 않은것 같습니다
제대로된 앱 사용을 위해서는 워치6이상을 권장합니다",5,False,
환불요청합니다,2018-06-10 00:09:51,eyggo,"애플워치가 없어도 아이폰 만으로도 되는줄 알았는데 애플워치가 안되면 안되네요. 앱은 좋은거 같은데 애플워치가 없어서....
판매자님께 메일 보내니 환줄요청 하라고 하셨는데 여기서 하는거가 맞겠죠?",4,False,
카카오페이로 결제했는데 만원 결제됐습니다,2021-06-29 07:38:39,정방형최고,따로 고객센터가 있을까요? 환불 부탁드립니다,5,False,
측정이 안 돼요,2020-10-16 14:47:42,카츠만두왕,ios 최신 버전 이후로 오류가 난다는 말과 함께 영어로 된 안내 페이지만 앵무새처럼 반복.. 언제 고치나요?ㅠ 산지 1주는 된 거 같은데 한 번도 측정 못해봤어요,3,False,"{'id': 18550819, 'body': '더 많은 도움을 드릴 수 있도록 appsupport@tantsissa.com 또는 지원 링크를 통해 이메일을 보내주십시오.', 'modified': '2020-10-18T23:55:37Z'}"
굳 어플 입니다.,2020-05-03 21:22:23,돌거울,"나이가 들어 본인의 컨디션을 잘 모를때
객관적인 수치로 하루를 시작 할 수 이어서
너무 좋은 것 같습니다.",5,False,
좋아요,2018-03-12 23:04:49,Jaka_J,애플워치 구입하고 가장 열심히 쓰는 어플이에요. 수면 체크를 구체적으로 할 수 있어 일상을 점검하기에 아주 좋네요. 내가 이렇게 잤다니!,5,False,
제대로 측정이 안돼요,2021-12-03 00:57:22,데인드한내꼬,"돈 주고 산 어플치곤 좀 안맞는 부분이 많아요
워치를 안차고 있었는데도 그 시간까지 수면으로 체크 되기도 하고,,
오류 빨리 수정하셔야 될 듯요",3,False,
상당히 정확합니다.,2020-02-22 05:21:53,아이패드미니2,애플워치에 수면추적이 없어서 이 앱을 깔게 되었는데 생각보다 정확하네요. 정말 돈이 안 아깝습니다.,5,False,
굳,2022-01-11 23:39:00,도를아십니까요,이번에 워치를 구매하고 평소 잠을자도 피곤했는데 이 어플을 설치하고 내가 어떻게 자서 일어날 때 몸 상태가 왜 그런지 알아서 도움이 많이 됩니다,4,False,
연동 끊기고 문의해도 답도 없음. 앱 문제 많음,2022-04-16 23:10:41,lucidghu,부디 사지 마세요. 애플 기본 건강앱에 있는 수면프로그램이 훨씬 정확하고 추세분석도 해주고 좋습니다.  맨날 연동 끊기고 매뉴얼대로 해도 또 동기화 안됨. 이렇게 개발오류 많은 어플은 처음인듯. 문제 있음 연락달라고 하는데 아무 대답이 없고 그냥 사기당한 기분이네요.,1,False,
앱이 열리지않아요,2021-11-06 03:54:46,sien0812,앱열면 강제종료가 되면서 꺼져요. 재부팅해도 해결이 안돼요. 그리고 수면시간도 안정확해요. 출근해서 일하고있는데도 수면중으로 측정되고.. 유료인데 이렇게 별로인 어플은 처음이에요..얼른 고쳐주세요,2,False,
에러 해결안됨,2021-01-13 07:08:58,별명도써야돼?,언젠가부터 초기화를 하거나 연결을 끊었다 재연결을 하면 에러로 뜹니다 백업된 파일을 살리는 것도 아니고 완전 새 애플워치로 연결하는데도 말이죠 애플 고객센터와 직접 확인해본 결과 워치는 정상적으로 연결되어 있으며 앱 자체의 오류같다고 합니다 문제 정확하게 파악하여 오류 및 버그 수정 부탁드립니다 간혹가다 인터넷에서 워치 껐다가 다시 켜서 앱 삭제후 재연결 하면 됩니다 이런 이야기 다 소용 없고 워치 연결 끊었다 재연결도 소용없습니다,1,False,
요즘 오류,2019-12-26 02:13:05,흼1234,"잘쓰고 있었는데 
요즘 자꾸 애플워치를 끼고 잣는데
애플워치 미착용이라고 오류가 나서 제대로 기록을 못하네요
그리고 애플워치 미착용시도 수면시간을 수동으로 기록할수 있게 해주세요",4,False,
잘 쓰고 있는데,2021-12-05 21:46:06,뚕동,몇 개월 째 잘 쓰고 있었는데 최근에 갑자기 워치를 끼고 자도 수면이 안 떠요 어느 날은 떴다가 어느 날은 안 뜨고 그래요 ㅜ,5,False,
최근들어 부정확 하네요 수치가,2020-11-28 04:03:00,스뎅이,8시간을 자도 거의 안잤다고 나오고  흠.. 이년째 쓰고있어요,5,False,
잘 자게 되는 법을 배우게 되는 것 같습니다,2020-05-28 22:33:12,사랑빚는자,평소 잠이 부족해 늘 피곤한 상태였는데 어떻게 하면 잘 잘수 있는지 모색해 보게 되는 계기가 되는 것 같습니다~적극 추천합니다~,5,False,
오류,2021-11-26 02:55:47,eksanwl1112,처음엔 잘 작동되다가 며칠 전 부터 수면중이지 않을때는 수면중으로 체크되고 수면중일때는 체크가 안됩니다;; 돈내고 쓰는 어플인데 이래도 되나요,4,False,
추천합니다!,2018-12-03 08:49:40,별명 생성.?!,"애플워치랑 연동해서 쓰기에 정말 좋아요. 
초기 설정만 하면 알아서 추적합니다. 

대략적인 패턴 분석도 잘 되어 있구요!",5,False,
유료앱인데 개판,2021-04-22 02:23:01,마이크좀떨어져,아니 돈주고 산 앱인데 허구헌날 에러에 수면 시간 조차 제대로 측정 못하고 그냥 밤에 누워서 영화보고 있는 시간을 수면 상태로 측정해버림 ㅋㅋㅋㅋㅋ 몇번을 수동으로 수정했는데도 앱이 학습을 못함. 에러에 대한 업뎃도 제대로 안되고 애플워치사면 입소문으로 가장 많이 설치하는 앱일텐데 이거 비추합니다. 유료 앱 처음 사봤는데 돈 지불할 가치가 없음.,1,False,
하루 한번만 기록이 가능한건 좀 수정했으면 좋겠습니다,2020-04-10 11:04:44,이이이아아ㅏㅏㅇ,교대근무 하다가 수면시간이 하루에 2번으로 간주되거나 할때에 이전기록을 삭제해야만 하던데 수면을 언제 자던 기록할수 있는 방법이 있었으면 좋겠어요제가 못찾은 건지 해결방법이 있다면 알려주세요,3,False,
좋아요 좋은데 안 봐요,2021-12-14 04:15:50,PaikNoel,수면 측정 기가 막히게 잘 됩니다. 분석도 잘해주고요. 그런데 보지를 않네요. 이거 본다고 별다른 조치를 하는 것도 아니고요.,4,False,
기록이 안보여요.,2020-12-01 05:38:58,루유오ㅜ응,수면종료 10분이 지나도 앱내에 기록이 표시되지 않습니다. 오늘 기록도 첫화면에 톱니바퀴만 굴러가고 안 나와요. 앱이 너무 불안정합니다 . 어쩔때는 기록이 잘 보이는데 안 나오는 날이 더 많아요. 나와도 수면 세션인가 그 그래프같은것도 안 뜰때가 많고; 수면 품질 수면시간 링만 나와요. 기록 메뉴 들어가면 달력에 링들이 제대로 나오다가도 어느날은 또 아무것도 안떠요. 위에 배터리 별 달 시계 그림있는것도 이동도 안되고요 ㅋㅋㅋ 돈주고 앱 구매한건데 뭐 기록을 볼 수가 있어야죠;,1,False,"{'id': 19500872, 'body': '더 많은 것을 지원하고 몇 가지 지침을 제공 할 수 있도록 appsupport@tantsissa.com 또는 앱의 지원 링크를 통해 이메일을 보내주십시오.', 'modified': '2020-12-02T23:21:57Z'}"
소음측정이 되지 않고 있습니다.,2020-09-21 22:39:12,케이빈스,"ios14 업데이트 후 그전까지 잘되던 소음측정이 되지 않고 있네요.
시리즈4 이상이 필요하다는 문구만 있고 설정을 못하는데 어찌 해결해야하는지 답변 부탁드립니다.",3,False,
연결 오류,2020-09-19 11:36:54,크크크킁힝,"연결 오류라고 해요! 어떻게 해결합니까
우선 휴대폰 내 건강앱과 연동완료하고 모든 동기화를 켰음에도 “애플워치를 착용하지 않았거나 아이폰과 애플워치 연결에 문제가 있다고 하네요”
빨리 도움 해결해주새요",3,False,
사용해보지 못했어요 환불해주세요,2020-05-08 23:27:27,Bbangooooo,"처음으로 유료앱을 결제해봤는데 아무리해도 사용이 불가능하네요
아래와 같은 에러가 떠서 몇시간을 찾아보고 해결해려고 고생했네요.. 써본적도 없지만 쓰고 싶지 않아요 결제된거 환불해주세요

활성에너자 정보가 기록되지 않고 있거나 autosleep 에  읽기 권한이 부여되지 않았습니다",1,False,
환불요청합니다.,2020-02-05 14:14:59,juvely531,"시계가 필요한 앱인줄 모르고 구매했어요
시계가 없어서 사용을 못하는 앱이네요 환불해주세요",5,False,
디자인 굿~!!,2018-08-03 01:42:39,dldnrwo,깔끔하고 인터페이스도 고급스러우면서 군더더기 없네요. 애플워치 구매후 첫 유료어플인데 아주 만족합니다! ^^,5,False,
좋습니다,2021-10-03 01:25:10,sehyl,쓰다가 수면시작버튼 누르지 않고 낮잠을 자도 대부분 인식하고 키고 자도 잘 인식하네요 가성비 ㅅㅌㅊ인거같습니다,5,False,
워치os7 수면기능 보완,2020-09-20 09:03:03,JasonYuCJ,워치 수면기능이 완벽하지 않아 좀 더 정보를 알고싶어서 구매했는데 만족합니다.,5,False,
상당히 편리하고 좋습니다,2021-05-23 13:37:00,fulemp12,수면장애를 겪고 있는데 수면 시간 관리하기 딱 좋은 앱입니다 유용하게 잘 쓰고 있습니다~,5,False,
만족합니다,2020-09-14 05:31:11,아이폰아린이,교대근무 때문에 수면 패턴을 알아보고자 이 앱을 사용하고있는데 부족한 부분을 보완할 수 있어 좋습니다~,5,False,
아주 좋습니다만 아쉬운 점 딱 한 가지,2020-04-04 09:28:25,머스트,낮잠 기능도 있으면 좋겠어요. 새벽 일을 많이 해서 잠을 쪼개자는데 밤잠만 기록되고 낮잠 기록하려하면 밤잠잔 거는 지워지더라고요. 밤잠과 낮잠을 선택할 수 있게 되면 좋겠습니다.,4,False,
잘 사용하다가 동기화가 안돼요,2022-01-21 22:29:24,ssssuahri,"잘 사용하고 있었는데 갑자기 동기화가 안된다네요,,,저는 건드린거 하나 없는데 그럴때는 어떻게 해야하나오ㅠㅠ",4,False,
최고의 앱,2020-04-16 07:52:40,ちゅほうへ,정말 최고의 앱인거 같습니다. 이게 있으니 내 애플워치가 완벽에 가까워 진거 같습니다. 기능도 좋고 아주 정확 하네요. 완벽에 가까운 앱인거 같습니다.,5,False,
기능이 정말 많은거같아요,2020-02-20 00:22:42,(55555)78865367,아직 10% 정도도 활용 못하고있다 싶을정도로 어플에 심화기능이 많은거같아요 지속사용해보고 마스터해보고싶은 어플이네요,5,False,
환경소음측정,2022-01-08 23:35:15,셜록오,"환경소음측정이되지않는데 이유가뭘까요 
방법좀알려주세요 
알아보려고해도 어플설명은 다영어이고,,ㅠㅠ",4,False,
문제발생시,2019-12-04 23:09:33,오우dd,"이메일을 지원하지 않는 기기라고 뜨네요;;
그리고 워치5를 쓰는데 소음부분에서 워치시리즈4이상 필요하다고 뜨는데 왜이러는 건가요?",4,False,
돈주고 샀는데,2021-12-29 17:10:42,루루루루우루,돈주고샀는데 매일 자기전에 에러떠서 해결하고 자야되네요 이거왜이래요? 건강앱 들어가서 데이터소스접근도 다 확인하고 에러도움말 들어가서 봐도 해결방법 체크???? 하는것도 안뜨고; 해결해주세요,3,False,
인식을 잘 못하는지 수면기록이 안되어있습니다,2021-08-31 18:45:07,uiop8963,처음에는 일시적인 오류라고 생각했는데 일주일에 한번은 꼭 기록이 없고 많을때는 일주일에 세네번 기록이 안되어있습니다 좀 당황스럽네요 저 뿐만 아니라 다른분들도 이런 오류때문에 불편함을 많이 겪고 계신거 같은데 제발 수정 부탁드립니다,1,False,
에러가 너무 자주 나요..,2022-01-02 23:00:28,Lunecalli,애플워치7 사용중이고 수명 측정 안되는 날이 많아서 자기전에 직접 수면측정 누르고 자는 편인데 에러가 너무 자주 나요.. 아무래도 유료 앱인데 측정이 안되면 쓰나마나인데 이건 도대체 언제 수정해주실건가요.. 포털사이트 리뷰만 봐도 에러 심한거 쉽게 확인 가능한데 한달중에 거의 절반 이상이 측정이 안되고 있습니다..,1,False,
느낀 점,2018-11-29 02:05:54,투즈키,뭔가 어려워보인다. 나는 내가 얼마나 잠을 편하게 자는지 보려고 이 앱을 샀는데 그래프가 왠지 무지하게 어렵다. 이거 분석에 신경쓰여서 깊은 수면 못할 것 같다. 하지만 정확도 등에 대해서는 신뢰해도 될 것 같아서 좋습니다.,3,False,
스마트알람 오류 해결 좀..,2022-04-29 17:43:44,샤곽,"애플워치 업데이트 하고 스마트알람이 안 켜져요
자꾸 뭔 에러 메세지만 뜨고 답답하네요
메일 보내도 답도 없으시고..

autowake도 complication 설정해도 알람 작동 안 되던데 해결 부탁드려요",1,False,
에러,2020-11-28 18:25:31,Holololon,잘 쓰고있렀는데 갑자기 에러라면서 애플워치 비빌번호를 풀라고하네요 플려있는데.. 메일을 보내라고만 하시지 말고 해결안될거같으면 환불해주세요,3,False,
이중으로 결제가 됐어요,2022-01-11 08:09:05,까응초응,잘써보려고 하는데 두번이나 결제가 됐어요.. 환불해주세요!,5,False,
며 칠 전부터,2020-07-22 01:03:36,뿌니짜,며 칠 전부터 애플워치와 아이폰에 아무런 이상 없는데 기록이 안되어 있어요 애플워치의 비행기모드나 잠금 다 확인해보았고 이런 경우가 왜 생기는건가요,4,False,
오류가 너무 짖아요,2021-02-03 15:55:41,조쿠여!,"에러가 자꾸 떠서 수면 분석을 할 수가 없어요..
좋다고 해서 구매했는데 7번 사용하면 3-4번은 에러가 뜨네요...",3,False,"{'id': 20865854, 'body': '더 많은 도움을 드릴 수 있도록 appsupport@tantsissa.com으로 이메일을 보내주십시오.', 'modified': '2021-02-04T22:00:18Z'}"
에러때문에 사용을 못하고 있네요.,2020-11-13 14:14:51,밍돌잇힝,지금 동일한 건으로 리뷰가 계속 올라오는데 유료앱임에도 불구하고 일괄적인 답변 너무 무책임하네요. 앱 내에서 링크 걸어 메일 보내는 것 조차 오류로 안보내집니다. 답변으로 적어준 메일로 뭘 이야기를 하라는건지. 잘 사용하다 갑자기 안되니 배신감 드네요.,1,False,"{'id': 19109329, 'body': '안녕하세요, AutoSleep 6.5.1은 건강 데이터 수정과 함께 14 일 토요일에 출시되었습니다. 현재 버전으로 업데이트하면이 문제가 해결됩니다. 도움이 더 필요하면 appsupport@tantsissa.com으로 이메일을 보내거나 앱의 지원 링크를 사용하세요.', 'modified': '2020-11-15T01:29:46Z'}"
...에러,2020-08-29 05:05:24,Naaaayoungg,4900원 내고 구매했는데 에러가 하나만 떠서 측정이 안되는거라면 어떻게든 알아보고 작동법을 알아낼텐데 한개 에러 해결하면 또 다른 에러가 발생됐다고 하고 하나 겨우 에러 없애놓으면 또 발생되고.. 구입하고 아직까지 제대로 측정을 해 본 적이 없네요.. 도움말이라도 제대로 있었으면 뭐라도 읽어볼텐데 이상한 사이트만 뜨네요..,1,False,
돈이 아깝지 않아요,2018-09-10 06:20:36,김찐므,"그런데 도대체 몇시간을 자야 재충전이 100프로인지
진짜 질리게 한 번 자보고 싶다",5,False,
점점 인식이 안돼요,2022-06-19 00:41:53,채지맘,"일부러 수면시간 보려고 워치 착용하고 자는데
오늘은 1시간 잤다네요?
말이 안되잖아요..
첨엔 잘되더니 돈 아까워요",3,False,
극히 별로. 미밴드가 열배는 나음.,2022-05-15 17:31:14,우에다님,"미밴드는 언제 자고 깨는지 수면시간 측정 하나는 제대로 됐음. 이 어플은 온갖 잡다한 기능을 집어넣어서 그런지 제일 중요하고 기본인 수면시간 측정이 시원찮음.

 대부분의 사람들이 언제 잠들고 언제 깼는지, 그 중 깊은 수면은 몇시간인지 이거 궁금해서 쓰는걸거임. 근데 이 어플은 아침마다 내가 기억하는 시간으로 수면시간 조정을 해줘야 함. 이럴거면 수면측정 어플을 쓰는 의미가 있나??",1,False,
좀 병맛임..,2021-04-03 16:44:38,유롱,잘 되다가 어느순간 자지도 않은 시간을 잤다고 표시하고 시간 체크가 제대로 안됨. 건강앱이랑 연동 잘되고 있는데 에러뜨고 ㅋ 심지어는 워치를 차고 있지도 않은 시간에 잤다고 표시되고 ㅋㅋ돈까지 냇으니 좀 빡침. 으으 빡쳐.. 도움말이나 팁 설명 페이지에 태극기가 있으나 페이지 안열리니 참고하세요.,2,False,
워치 연동이 잘 안되요,2021-04-17 02:41:56,parkoooon,분명 워치랑 연결되어 있는데 계속 연결하라고 오류가 뜨네요.. 두세번 어플 닫았다 재실행 해야 연결되요...,4,False,
너무 부정확하네요.,2020-12-30 00:53:39,pius712,애초에 시계로 수면 분석한다는거 자체가 말도 안되지만 혹시? 라는 생각으로 구매했는데 역시나 오류 투성이에요. 저를 몽유병 환자로 만들어버리네요,2,False,
밖같에 큰링이 검은 색으로 바뀌었는데,2020-12-25 23:48:45,자두맛엉덩이,"큰링이 원래 초록색 주황색이 었는데

언제부터 검은색으로만 나옵니다 어떻게 해야하나요?",5,False,
수면관리 최고앱이네요,2018-11-20 01:19:32,사랑나무,워치에서 지원을 안해서 조금 아쉬웠는데.. 이 앱을 통해 완벽한 워치가 되어가는것 같습니다.,5,False,
유료구매했는데 직관적이지가 않네요,2021-05-18 22:46:03,쿵짝2,기능과 메뉴는 많은데 멍확하지가 않고 같은 내용이 계속 반복되는 느낌...겉핧기식 앱인것같아요 디자인만보고 유료 결제한거 후회함,2,False,
어휴..,2020-11-19 21:55:30,하횧,"좋다는 말이 많아서 설치했는데 정확도가 의심되네요.. 멀쩡히 눈 뜨고 있던 시간에 잤다고, 그것도 딥슬립 했다고 나와서 황당합니다.. 그리고 자다가 깨서 화장실까지 갔다 왔는데 그 시간에도 그냥 계속 잤다고 기록 되어 있어서 어이도 없습니다.. 
자다 깨는 일이 많아서 얼마나 깨는지 확인하고 싶어 구매한건데 눈뜨고 뒤척인 것도 아니고 걸어다니기까지 했는데도 깼다고 인식이 안 되니 영.. 그러네요.
차라리 직접 잠든시간 깬 시간 기록하는 게 나을 것 같아요.",1,False,"{'id': 19274719, 'body': '안녕하세요, 수면 보정에 대해 더 많은 도움을 드리고 몇 가지 지침을 제공 할 수 있도록 appsupport@tantsissa.com으로 이메일을 보내거나 앱의 지원 링크를 통해 보내주십시오. 감사합니다.', 'modified': '2020-11-23T00:43:13Z'}"
저아여,2021-12-13 05:42:55,크요온,"그냥 ui깔끔하고 예뻐서 가끔봐요
유용성은 사실 잘 모르겠어요 맨날 전 잘 자네요 ㅋㅋ",5,False,
수면 시간이 틀려요,2020-10-06 15:28:20,와우굳굳굴ㄹㅎ,정확하지가 않네요. 오후 9시엔 깨어있었는데 수면 시작점이 왜 그때인지 모르겠어요. 맞는 날도 있긴 한데 거의 반은 맞고 반은 틀려요. 구매가 좀 후회됩니다....,3,False,
휴대폰에서는 데이터 확인안됨,2020-11-01 00:38:09,emes😃,"워치에서는 측정 데이터를 확인할수있지만 휴대폰에서는 확인안되네요
뭐가 버그가 있는것 같은데 조치가 안된다면 결제취소해주셔야할 것같습니다
유료쓰는 메리트가 없네요
설정에 마법사에서는 착용중이아니거나 연결에 문제가 있는것으로 보인다고만 나오네요",1,False,"{'id': 18860446, 'body': '더 많은 도움을 드릴 수 있도록 appsupport@tantsissa.com 또는 앱의 지원 링크를 통해 이메일을 보내주십시오.', 'modified': '2020-11-02T23:11:34Z'}"
환불,2022-03-06 10:55:41,emplplyyoo,기대하고 깔았는데 계속 오류라고 뜨고 메일을 보내고 앱에 있는 도움말 그대로 보내고 해결되지 않아요 정말 오랜만에 유료어플 결제한건데…답답해서 사용하고 싶지 않아요 빨리 환불해 주시기 바랍니다,1,False,
좋아요 좋아~!,2020-07-21 01:51:43,soh0114,애플워치 사용하면서 이 어플 추천받아서 구매했어요ㅎㅎ 자동으로 측정해주니까 너무 좋네요!ㅎㅎ,5,False,
수면분석하려고 고민끝에,2021-02-24 05:24:20,ㅋㅋㅋㅋㅋ오휴,구매한 첫 수면어플인데 작동이 아예 안되요 비행기모드도 아니고 다 최신버전 업데이트가 되어있는데 계속 워치랑 연동이 안되서 측정이 안되요 환불 좀 해주실 수 있나요 진짜 돈낸거 아까워요,1,False,"{'id': 21305359, 'body': '안녕하세요, 수면 감지 설정을 지원할 수 있도록 appsupport@tantsissa.com으로 이메일을 보내거나 앱의 지원 링크를 통해 보내주십시오. 저희가 도와 드리겠습니다.', 'modified': '2021-02-26T05:04:53Z'}"
측정도안되고 오류도 못잡고.,2020-11-06 13:41:58,ggoolddori,"잘 사용하며 만족하는 중이었는데. 착용 미착용 감지도 못하고. 수면 측정은 당연히 안되니 유료 어플 사용하면서 이런 경우는 또 처음이네요. 

유료버전임에도 불구하고 관리도 못하는 어플인데. 차후 대책은 없는건가요? 답변 부탁합니다. 

별 하나도 아깝네요.",1,False,"{'id': 18975013, 'body': '더 많은 도움을 드릴 수 있도록 appsupport@tantsissa.com 또는 앱의 지원 링크를 통해 이메일을 보내주십시오.', 'modified': '2020-11-09T04:20:56Z'}"
잘 쓰고 있는 앱인데요,2021-10-05 11:51:00,겸두닝,"요즘들어 워치를 안차고 있어도 잔걸로 측정됩니다 ㅜ
몇시간 더 추가되있음요 7시간잤는데 12시간 잤다고 떠있어서 편집해요 ㅋㅋㅋㅋ ㅜ 고쳐주십쇼..",3,False,
심박수 연결 문제,2019-10-08 00:07:09,ㅋㅋㅋ초넨,문제가 발생했다고 뜨고 수면 체크가 안돼요ㅠ 제가 뭘 연결 안 한 것 같기도 한데 심박수가 페어링이 안되는 것 같아요. 어떻게 연결하면 되죠?,5,False,
최고의 수면앱,2021-12-10 23:21:38,SoundVib,가격대비 이정도 기능하는것 없어요 추천합니다,5,False,
에러,2022-03-11 16:54:05,ㅕㅓㅏㅣㅔㅗ,잘쓰고 있었는데 갑자기 에러가 뜨더니 계속 수면 기록이 안됩니다. 인터넷 검색해서 나오는 모든 방법을 다 따라해봤는데 해결이 되지 않아요.,2,False,
유료앱 1위라서 샀는데 후회,2022-02-10 01:59:43,민트호랑이,"매번 일어나서 핸드폰으로 앱에 들어가야지만 기록이 저장됨 
까먹고 며칠 안들어가면 그냥 텅텅 비어있음 
오히려 다른 무료앱이 더 사용성도 좋고 기록도 더 정확함",1,False,
진짜 업데이트 이후로 거의 맨날 안 맞아요 ....,2021-11-10 22:59:32,배kulover,그 전까지 멀쩡하게 썼는데 ........ 업데이트 이후로 맨날 수정해야합니다 그마저도 정확하지 않구요,3,False,
부정확 그자체,2021-07-09 23:05:02,업뎃맘에안들어,"어플 다른 어플에 비하면 완전 비싼데
정말 쓰레기 같음^^
샤오미 미핏 5세대가 진짜 소름돋게 정확하고
이 어플이 측정하는 수면은 정말 하나도 안 맞음ㅎ
심지어 어플 사용도 어려워서 수동 설정도 못하겠음
이제 그냥 잘 때는 샤오미 끼고 자든가 아님 그냥 워치 다 빼고 잠",1,False,
수면 트래킹에는 이만한 게 없네요,2020-09-27 01:23:25,sunnhere,잘 쓰고 있습니다. 다만 아직까지 좀 사용하기 쉬운 느낌은 아니네요,4,False,
왜 기록이 안돼죠,2021-05-26 12:32:18,도기꾼,"뭐가 문제인지 모르겠어요
수면시작 하고 잤는데
시간 카운트되는것도 봤는데 구매일 이후로 한번도 기록이 안됐어요",3,False,
정확도가 떨어져요,2021-11-24 17:21:29,살구눈나,"안자고있는데 새벽이라고 자동으로 수면으로 측정하고,
일어났는데 자고있다고 하는 경우도 허다합니다
보정도 별 의미가 없고, 이렇다보니 수면깊이 측정도 점점 신뢰가 안가요
원래 이정도까진 아니었는데... ㅠ",3,False,
오류,2021-05-21 15:15:45,우워워우어우어,전에는 오류가 없더니 최근 들어서 오류투성이네요… 유료앱인데 빨리 해결해주시면 감사하겠습니다. 신경 안 쓰고 있었더니 일주일치가 통으로 안 돼버렸네요ㅋㅋㅋ 기록은 되는데 시계는 표시가 또 안 되고… 제발 해결해주세요,1,False,
깨어있는데 계속 수면 중이라함,2021-04-21 02:28:21,wjd0303,아침에 일어나서 직장에서 생활하고 있는데도 수면중 깨어있는 걸로 측정되요. 일평균 수면시간이 16시간이 넘게 나오는 게 말이되는지...ㅠㅜ 진짜 나의 평균 수면시간은 6~8시간 정도인데~ 대낮에 일하고 있어도 수면으로 체크~ 유료어플인데 민감도가 너무 떨어지는 거 아닌가요? 하루이틀도 아니고~ 난 잠탱이가 됐네요.,1,False,
워치 충전시,2018-03-17 06:01:30,라트비체,"돈 주고 어플 사본적은 처음인데 좋은 앱인거 같아요
근데 워치 충전시 수면시간으로 인식하는데 어떻게 하면 되나요?",5,False,
업뎃 후 측정 안 됨,2022-10-09 00:16:13,dayadhvamm,"측정 항목이 갑자기 몇 개 사라지고, 측정 결과와 알람에 대한 신뢰도가 떨어졌습니다. 알람 시간 바꾸었는데 바꾸기 전 시간에 알림이 울려 깨는 경우가 있었습니다.",2,False,
다 좋은데 버그 수정좀,2018-03-05 05:17:43,북극곰 ㅋㅋ,"잠드는 시간 일어나는 시간 중간에 깨는 시간 정확하고 잘맞아요
그런데 밤 12시쯤 충전기 연결해놓으면 수면시간으로 들어가네요 낮에는 안그러고요",4,False,
오늘 처음 썼는데 데이터 리셋,2020-07-09 01:56:32,육솁,어제밤 처음 깔아 수면질이 어떨지 궁금했는데 푹 잤고 데이터도 만족했습니다. 조금 더 이불 안에서 뒤척였더니 원래 있었던 데이터가 리셋되고 다른 데이터로 바뀌었네요. 수면알람도 바꿀수도없고. 버그 수정해주세요.,2,False,
워치 암호켜져있으면,2021-11-23 15:11:12,24끝,"왜 수면측정에 오류난다고 하는지...
그래서 수면앱 때문에 암호끄고 사용하면
'APPLE WATCH로 잠금해제' 기능을 못하용하게되서
너무 불편합니다.
수정부탁드려요",1,False,
좋아요!,2021-04-11 04:16:37,ChoMeang,너무 잘 사용하고 있었는데 어느순간 부터 에러라고 표시되는데 어떻게 해결하나요..,4,False,
안 정확해요,2022-02-09 10:17:05,로그아웃그만..,애플워치 차고 가만히 있어도 자고 있다고 인식됨.. 편집해서 일일히 지우기 귀찮.. 그래도 돈 주고 산 유료앱인데 정확성이 아쉬워요,3,False,
앱을 설치했는데,2021-10-06 23:59:24,김미어보틀,"허용이 안됐다며? 정보 저장이 안됩니다 
이거 왜 그런가요
아이폰 설정에 들어가서 앱 내에 모든 것을 허용 해ㅛ는데도 안되네요",3,False,
수면측정 되서 좋아요,2021-02-24 15:57:37,근육질 청양고추,다 좋은데 애플워치로 사용했을때 배터리 소모 너무 심해요 ㅠㅠㅠㅠ,5,False,
환불 부착드립니다,2020-10-30 19:30:20,점례군,"환불 부탁드립니다

지인의 추천으로 써봤는데 시계없이는 별 기능이 없네요

환불 해주세요",4,False,
셀프편집을 어떻게 하는지 모르겠어요,2022-01-15 04:34:25,ㅎㅎㅎㅎㅎㅎㅎㅅㅎ,수면시간이 잘못 입력되거나 오류 떴을 때 편집이 잘 안돼요..,4,False,
금액,2022-10-14 23:53:41,박깨봉,"안녕하세요 ㅠㅠ 결제했는데 왜 22,500원이
결제가 되었나요…..?",5,False,
